"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1892245474423234713","Thu Feb 20 07:24:04 +0000 2025","0","@faaamulan gw jg dpt labubu hasil malak dari sarah mau liat bbrp kali pun atau sedalam apa pun . TTP JELEK COOOKKKKK boneka overhype","1892475290468655171","","faaamulan","in","akun campur campur","0","1","0","https://x.com/VEASPUCCI/status/1892475290468655171","1272432641589915649","VEASPUCCI"
"1892442044246716752","Thu Feb 20 05:11:57 +0000 2025","0","Nonton masterchef di samping bayi turu. Pesertanya mas puguh kristanto yang apa adanya. Ditanya juri boneka apa itu yg dipegang dan dibawa masuk ke studio. Jawabannya Ini labuluk chef. Labubu tapi nggak kecuci jadi labuluk chef. Jujur sakit perut nahan ketawanya ada.","1892442044246716752","","","in","Indonesia","0","0","0","https://x.com/dnmtrdsty/status/1892442044246716752","581823898","dnmtrdsty"
"1892349348807078334","Wed Feb 19 23:03:37 +0000 2025","0","VIRAL Tas Boneka LABUBU Tas Ransel Sekolah Anak Perempuan TK SD Bisa COD Fashion https://t.co/mk0fOdSVtG","1892349348807078334","","","in","","0","0","0","https://x.com/syaifulanw26318/status/1892349348807078334","1699303064082300928","syaifulanw26318"
"1892046192353120291","Wed Feb 19 17:19:09 +0000 2025","0","@juyonq Mana ada boneka labubu setinggi ini kak https://t.co/NORs5yKYrR","1892262661041127804","https://pbs.twimg.com/media/GkKq3HCXwAALEcE.jpg","juyonq","in","SELFOLL❗ Duchess ✨","0","1","0","https://x.com/Leedayiin/status/1892262661041127804","1493249063512588288","Leedayiin"
"1892204957069172809","Wed Feb 19 13:29:51 +0000 2025","3","prnh jga ngmng bgini k aku grgr nntn berita labubu ayah : boneka kaka itu labubu bkn? (bbokari 10cm sm 15cm) aku : bkn labubu itu maa ayah ayah : ohh mirip soal ny aku : WKWKWKWKW NANGES BADAI","1892204957069172809","","","in","#selective! (she/her) ","0","0","0","https://x.com/doyxinhogii/status/1892204957069172809","1320558602659086337","doyxinhogii"
"1892196127568699747","Wed Feb 19 12:54:46 +0000 2025","0","[11.0% off] Tas anak TK Labubu ini super praktis dengan 2 ruang fungsional desain boneka Labubu yang lucu dan gendongan belakang berbusa untuk kenyamanan e... https://t.co/XWAKRCNobk","1892196127568699747","","","in","","0","0","0","https://x.com/syaifulanw26318/status/1892196127568699747","1699303064082300928","syaifulanw26318"
"1892108070341226641","Wed Feb 19 07:04:52 +0000 2025","0","mertuanya ade gue cerita na si natisha bilang katanya nenek tau ga mamanya aa itu baiiiik banget. masa beliin dede boneka barbie sendok unicorn kaos kaki labubu sama sticker labubu Ini kan anak tante ya keduaa ya dedeee padanggg https://t.co/GnfbEaqsOO","1892108070341226641","https://pbs.twimg.com/media/GkIeQu4a0AAamex.jpg","","in","","0","0","0","https://x.com/Sagitaztj/status/1892108070341226641","1238708023662530560","Sagitaztj"
"1888926391430967403","Wed Feb 19 05:16:56 +0000 2025","0","Was-was juga kalau @Mustikaparam betulan akan menghabiskan itu. Duit dari mana dia beli boneka labubu yang kata orang-orang harganya melambung tinggi itu?","1892080910515765596","","karangsemu","in","SEBATAS FIKSI.","0","1","0","https://x.com/karangsemu/status/1892080910515765596","4637271098","karangsemu"
"1891828670974529830","Wed Feb 19 02:23:34 +0000 2025","0","@Tendeirnes Tutorial simple-nya gini ka: Bahan-bahannya: Boneka Labubu Kecik &amp; Kepala Nono (thats it) Alat-alatnya: Gunting &amp; Lem Tembak 1. Gunting Muka Labubu-nya sesuai outline muka-nyaa 2. Keluarin dakron kepala-nya yang badan nda perlu biar gembuk 3. Lem kepala nono ke badan labubu.","1892037278236578128","","Tendeirnes","in","","0","0","0","https://x.com/bopiliao/status/1892037278236578128","1811648207702884353","bopiliao"
"1884222529717559792","Tue Feb 18 12:09:54 +0000 2025","0","@kayougng that s ketempelan dd kaya hantu aja unnie. labubu kenapa unnie suka banget sama labubu. kan labubu boneka setan unnie.","1891822446249955528","","kayougng","in","fluens. #1Girls.","0","1","0","https://x.com/gnayin/status/1891822446249955528","892441182994710528","gnayin"
"1891709553378480330","Tue Feb 18 04:54:10 +0000 2025","5","@cuungie Gak njirrr wkwkw itu labubu aja gue katain mulu grgr boneka mahal (maaf anaknya emg kurang demen gituan) kl ini aku beli namanya apa gais? Ya btul menjilat ludah sendiri","1891712791653859700","","cuungie","in","","0","0","0","https://x.com/nomin1stt/status/1891712791653859700","1533290509883822081","nomin1stt"
"1891409509995749573","Mon Feb 17 08:49:02 +0000 2025","0","Pernak pernik edisi LABUBU Cocok buat kado &amp; koleksi A thread. 1. Boneka https://t.co/smR5IfcPWn https://t.co/aDwMIV5Mwc #labubu #bonekalabubu #zonauang️ https://t.co/wzr3ZEXaJ4","1891409509995749573","https://pbs.twimg.com/media/Gj-i6G8aUAEwleh.jpg","","in","","0","1","0","https://x.com/tapforstyle_/status/1891409509995749573","1589252539190751233","tapforstyle_"
"1891365423808966686","Mon Feb 17 05:53:51 +0000 2025","0","Cek LABUBU Hallowen Pumpkin The Monsters Gantungan Kunci Boneka Labubu Versi Hallowen Limited Edition dengan harga Rp175.000. Dapatkan di Shopee sekarang! https://t.co/b43OHBiYJI https://t.co/eYIi6tTAjt","1891365423808966686","https://pbs.twimg.com/media/Gj9606abUAAV9Rb.jpg","","in","","0","0","0","https://x.com/elvina1902/status/1891365423808966686","251598820","elvina1902"
"1891327252542947366","Mon Feb 17 03:22:10 +0000 2025","0","LABUBU V2 Have A Seat Bisa Pilih DADA QUQU HEHE SISI ZIZI BABA Boneka LABUBU Bisa Duduk Versi 2 https://t.co/BVUhWWoWo0 Fadia apel pagi efin emyu banyuwangi lpdp antony ai key ada jun https://t.co/Btb3kOMleH","1891327252542947366","https://pbs.twimg.com/media/Gj9YHMIaAAAMDme.jpg","","in","indonesia semarang","0","0","0","https://x.com/tit_4rt/status/1891327252542947366","603662245","tit_4rt"
"1891049821164712127","Sun Feb 16 10:09:50 +0000 2025","1","@atrem123 namanya juga diculik ntar kita kasih boneka labubu ama doraemon biar ga nangis #DrAllySunxSanta","1891067454878581025","","atrem123","in","homophobic dni","0","0","0","https://x.com/perthtaa/status/1891067454878581025","1360767490792460289","perthtaa"
"1890719473776107715","Sat Feb 15 11:07:05 +0000 2025","2","Kan lagi mam diluar aku lagi moto cilo kek gini.. ada ai ai nyolek aku ‍ Bonekamu lucu e ya labubu baru ta ini : bukan labubu ini ai boneka boyband korea ‍: tapi lak bukan bt*s toh apal aku lek bt*s gagitu soale. Tapi lucu yoo pipi e gedee (pipinya besar) https://t.co/OZu6601kJE","1890719473776107715","https://pbs.twimg.com/media/Gj0vVHBbkAAm5qQ.jpg","","in","(she/her)","0","3","0","https://x.com/maisugrziu/status/1890719473776107715","1499437949103972365","maisugrziu"
"1890555087186972679","Sat Feb 15 00:23:26 +0000 2025","0","@Ahnyoucp Gakpapa oppa yang penting dapet boneka labubu. Ya jangan dipajang juga oppa nanti jamuran. ","1890557494927253562","","Ahnyoucp","in","#MASTERTAJ","0","1","0","https://x.com/TAJ05GAWON/status/1890557494927253562","1617122343691915265","TAJ05GAWON"
"1890436937971896443","Fri Feb 14 16:24:23 +0000 2025","0","Buka IG. yg pertama d liat koko sama cici ipar gua ciuman d tutupin boneka labubu cola.. anjir miris amat nih valentine. ","1890436937971896443","","","in","","0","0","0","https://x.com/Steph_3985/status/1890436937971896443","829987286863327233","Steph_3985"
"1890405991587463435","Fri Feb 14 15:29:35 +0000 2025","0","@Ahnyoucp ih kaget dikasih boneka labubu.. ayeeayy terimakasih oppa. sebagai gantinya gawon kasih oppa cemilan tapi jangan dihabisin semua ya oppa nanti sakit gigi(?) https://t.co/MvsRJDRrf1","1890423149113618532","https://pbs.twimg.com/media/Gjwhr38acAErm2o.jpg","Ahnyoucp","in","#MASTERTAJ","1","0","0","https://x.com/TAJ05GAWON/status/1890423149113618532","1617122343691915265","TAJ05GAWON"
"1890397258299965891","Fri Feb 14 13:46:42 +0000 2025","0","nara dengan pose nunjuk labubu nya ini need to be studied ada apa dengan tuh boneka? kenapa kayak harus banget orang tau itu boneka keadaannya gimana https://t.co/uv8BoRDM76","1890397258299965891","https://pbs.twimg.com/media/GjwKRG7acAEl-R5.jpg","","in","","0","0","0","https://x.com/temankuayla/status/1890397258299965891","1605225887309664256","temankuayla"
"1890182756027834581","Fri Feb 14 09:55:50 +0000 2025","0","@elynedanica ini tuh yg jdi insprasi boneka labubu bukan si??","1890339155915206950","","elynedanica","in","","0","0","0","https://x.com/saklarsky/status/1890339155915206950","744115831999631360","saklarsky"
"1890275447445115227","Fri Feb 14 05:42:40 +0000 2025","0","ganci gantungan kunci boneka labubu ready pekanbaru happy valentine selamat hari kasih sayang selamat hari valentine #PeringatanDarurat https://t.co/RZ1pnYG36I https://t.co/43mkH6dAQv https://t.co/birSCBmIzM","1890275447445115227","https://pbs.twimg.com/media/Gjubbm1agAEqz0h.jpg","","in","Riau, Indonesia","0","0","0","https://x.com/oddsolshop/status/1890275447445115227","1123618463069626368","oddsolshop"
"1890232069256802422","Fri Feb 14 02:50:18 +0000 2025","0","LABUBU V2 Have A Seat Bisa Pilih DADA QUQU HEHE SISI ZIZI BABA Boneka LABUBU Bisa Duduk Versi 2 dengan harga Rp59.800. Dapatkan di Shopee sekarang! https://t.co/7I5frf8F08 Pagiii towel bpjs sandra dewi pagi pagi perubahan #KaburAjaDulu https://t.co/m4t2riSQyX","1890232069256802422","https://pbs.twimg.com/media/Gjt0DNWaQAAgONi.jpg","","in","indonesia semarang","0","0","0","https://x.com/tit_4rt/status/1890232069256802422","603662245","tit_4rt"
"1890083143253954601","Thu Feb 13 17:01:57 +0000 2025","6","pengen deh bisa diskusii yang easy kalo gue kaya dan di negara yang waras yaa gue collect pc beli sylvanian family pasang boneka labubu di hp ngopi tiap hari. masalahnya lulus nanti sarjana ni kepake ga gegara pemerintah lo yang gak ada becus2nya itu?","1890084004361318894","","forkfullofsoup","in","decolonized land","0","1","0","https://x.com/forkfullofsoup/status/1890084004361318894","1641193817092276224","forkfullofsoup"
"1890046056500748331","Thu Feb 13 14:31:52 +0000 2025","2","Dia jg ada gantungan hati yg bisa dijadiin bag charm kayak si labubu Jujur daripada gantung-gantung boneka mending gantung ini sih jadinya ga pernah ketinggalan bawa lippie. https://t.co/T3bHEjRLb4","1890046233273897321","https://pbs.twimg.com/media/GjrK_jKa8AEPt_Y.jpg","cherish_lvly","in","","0","0","1","https://x.com/cherish_lvly/status/1890046233273897321","1736362126246383616","cherish_lvly"
"1889997231950049349","Thu Feb 13 11:17:09 +0000 2025","9","we listen we don t judge boneka nya lebih jelek daripada labubu ","1889997231950049349","","","in","","0","6","0","https://x.com/fromyoungki/status/1889997231950049349","875418590433992704","fromyoungki"
"1889982452091023851","Thu Feb 13 10:40:17 +0000 2025","0","@bamgeot iyaa wkwkw pokoknya semua boneka yang dicantolin di tas pasti namnya labubu ","1889987956062179568","","bamgeot","in","part of heaming304","0","1","0","https://x.com/hesooglobin/status/1889987956062179568","1672029477139009536","hesooglobin"
"1889982452091023851","Thu Feb 13 10:26:50 +0000 2025","0","@hesooglobin lucuu wkwkwkw kayaknya labubu nih bakal kayak aqua yg air mineral apa aja dibilang aqua ini keychain boneka = labubu ","1889984570340286922","","hesooglobin","in","moana","0","1","0","https://x.com/bamgeot/status/1889984570340286922","1024909967180984320","bamgeot"
"1889916542261031421","Thu Feb 13 05:56:31 +0000 2025","1","Bingung kalau ditanya mau nitip apa dari Thailand ke adik karena ol shop di sini sudah jadi reseller semua produk Thai juga dah ada. Gw: Nitip boneka kekinian Bubu Lala deh Adik: Labubu kaleeee... ","1889916542261031421","","","in","Indonesia","0","0","0","https://x.com/fathale/status/1889916542261031421","85293785","fathale"
"1889664556823171252","Wed Feb 12 15:51:17 +0000 2025","4","@tanyarlfes Selama indon masih pada pegang iPhone 16 boneka Labubu rame2 nonton konser Bruno Mars dan nonton Timnas tiket jutaan Mereka ga akan merasa perlu buat bergejolak Indon masih pada kaya2 gue liat","1889703833187565969","","tanyarlfes","in","🌹","0","0","0","https://x.com/wannafigh/status/1889703833187565969","1542850505491513346","wannafigh"
"1889700073459622344","Wed Feb 12 15:36:21 +0000 2025","0","FACE SHIELD MASKER LABUBU V1 V2 UPSETDUCK HACIPUPU CRYING AGAIN PPG TIDAK TERMASUK BONEKA ️ doll aksesoris https://t.co/TI7XBtJDf0 https://t.co/8RfsxOH36A","1889700073459622344","https://pbs.twimg.com/media/GjmQM8CbwAA-7EB.jpg","","in","","0","0","0","https://x.com/leejenookr/status/1889700073459622344","1699418742822694913","leejenookr"
